person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
39,54626,OTHER,29.2,HOMEIMPROVEMENT,F,3080,17.5,0.06,Y,15,1
46,167837,OTHER,24.7,PERSONAL,G,34960,8.7,0.21,Y,3,1
23,42089,OTHER,10.1,HOMEIMPROVEMENT,A,825,10.23,0.02,N,29,0
55,134162,OTHER,35.2,EDUCATION,E,13204,12.56,0.1,Y,18,0
45,80202,OWN,6.2,PERSONAL,B,26719,17.38,0.33,N,25,1
56,179131,MORTGAGE,16.3,EDUCATION,A,16406,22.59,0.09,Y,13,0
53,122954,OWN,4.2,MEDICAL,A,30775,22.47,0.25,N,11,0
60,112204,OWN,14.2,MEDICAL,G,19545,22.33,0.17,Y,7,1
34,199038,MORTGAGE,13.6,DEBTCONSOLIDATION,B,19756,8.83,0.1,Y,23,1
44,90669,OTHER,31.7,MEDICAL,E,33609,23.33,0.37,Y,26,1
26,106566,OWN,22.2,HOMEIMPROVEMENT,E,12195,21.61,0.11,N,12,0
28,132075,RENT,26.9,MEDICAL,A,19485,18.74,0.15,Y,29,1
33,66658,OWN,38.8,MEDICAL,B,34985,10.15,0.52,N,30,0
45,68164,OWN,32.2,PERSONAL,A,30302,15.52,0.44,Y,19,1
32,73201,RENT,25.2,EDUCATION,D,14707,7.69,0.2,N,9,1
46,19111,RENT,38.2,HOMEIMPROVEMENT,G,33588,14.93,1.76,N,14,1
52,116744,RENT,0.4,EDUCATION,B,2241,24.95,0.02,Y,20,1
46,39363,OWN,33.5,HOMEIMPROVEMENT,A,16516,18.77,0.42,N,17,0
51,79176,MORTGAGE,32.9,HOMEIMPROVEMENT,A,27730,23.33,0.35,Y,14,1
42,45107,RENT,3.1,HOMEIMPROVEMENT,A,8572,22.42,0.19,N,5,0
34,70646,OTHER,21.2,MEDICAL,G,2228,16.73,0.03,N,8,1
30,66514,OWN,2.9,VENTURE,C,22467,11.75,0.34,Y,4,1
22,192299,MORTGAGE,5.2,HOMEIMPROVEMENT,D,3308,21.59,0.02,Y,26,0
35,139073,OTHER,17.1,DEBTCONSOLIDATION,A,34535,18.87,0.25,Y,25,1
21,21051,OWN,35.0,PERSONAL,E,13815,12.23,0.66,N,30,0
21,111262,OWN,27.4,PERSONAL,C,14449,7.0,0.13,Y,26,1
41,103269,RENT,32.7,HOMEIMPROVEMENT,E,12519,13.72,0.12,Y,17,0
51,121273,OWN,24.8,HOMEIMPROVEMENT,G,17787,10.81,0.15,Y,5,1
55,11299,OTHER,31.2,MEDICAL,C,16059,14.54,1.42,Y,15,1
34,179118,MORTGAGE,24.6,PERSONAL,A,7215,18.34,0.04,N,24,0
58,22449,MORTGAGE,39.7,HOMEIMPROVEMENT,F,4749,21.07,0.21,N,20,1
21,197341,OTHER,39.7,HOMEIMPROVEMENT,G,11352,13.06,0.06,N,26,0
44,182168,MORTGAGE,33.2,DEBTCONSOLIDATION,E,30397,6.79,0.17,N,6,0
43,161854,OTHER,25.5,HOMEIMPROVEMENT,B,10129,11.61,0.06,Y,11,1
52,91158,OWN,38.1,EDUCATION,A,12621,21.78,0.14,Y,11,0
47,115961,RENT,16.3,DEBTCONSOLIDATION,A,31497,8.1,0.27,Y,16,0
21,178279,OTHER,7.0,EDUCATION,C,15449,15.4,0.09,Y,12,0
58,104844,OWN,35.9,HOMEIMPROVEMENT,B,1646,21.72,0.02,N,28,1
42,116816,RENT,39.3,DEBTCONSOLIDATION,E,28952,11.83,0.25,Y,14,0
42,152737,OWN,17.4,MEDICAL,A,25563,16.46,0.17,N,15,0
33,13914,OTHER,32.3,PERSONAL,F,10049,20.33,0.72,N,20,1
27,76042,OWN,31.1,VENTURE,E,10261,9.81,0.13,N,29,0
60,20633,RENT,33.3,EDUCATION,D,15162,5.02,0.73,N,21,1
44,26411,RENT,4.7,VENTURE,E,13742,6.5,0.52,Y,28,1
21,22560,RENT,15.0,PERSONAL,E,18800,6.6,0.83,Y,29,1
23,128787,OTHER,30.9,DEBTCONSOLIDATION,E,13338,22.44,0.1,N,22,0
29,23185,MORTGAGE,8.8,MEDICAL,C,1602,22.91,0.07,N,16,0
45,52549,RENT,28.6,VENTURE,B,26925,20.26,0.51,N,23,1
28,100321,RENT,22.2,PERSONAL,F,32749,19.5,0.33,N,14,0
30,158221,RENT,30.8,MEDICAL,A,26536,23.73,0.17,N,4,0
32,63127,OTHER,9.3,EDUCATION,C,23953,19.3,0.38,Y,8,1
45,38498,OTHER,21.8,PERSONAL,D,1197,9.1,0.03,Y,23,1
58,52829,RENT,15.2,EDUCATION,G,28149,9.76,0.53,N,6,0
54,160322,MORTGAGE,15.0,EDUCATION,B,29826,6.49,0.19,N,11,0
23,54222,MORTGAGE,1.9,VENTURE,C,33940,5.86,0.63,Y,15,1
23,71999,OTHER,8.2,MEDICAL,G,7159,12.97,0.1,Y,6,0
51,184922,OWN,36.6,PERSONAL,A,11082,17.78,0.06,N,30,0
54,57812,RENT,25.1,MEDICAL,E,28016,8.43,0.48,N,25,0
63,168988,OTHER,9.4,VENTURE,G,15680,22.49,0.09,Y,30,1
52,56456,MORTGAGE,16.3,MEDICAL,B,29967,24.2,0.53,Y,17,0
57,152763,OTHER,16.1,PERSONAL,D,31847,19.0,0.21,N,29,0
35,116190,OWN,34.4,PERSONAL,C,647,12.52,0.01,Y,4,0
30,57303,OWN,25.2,MEDICAL,F,10934,6.72,0.19,N,23,0
43,13888,MORTGAGE,21.6,VENTURE,A,17861,13.1,1.29,Y,25,1
61,55669,RENT,39.3,EDUCATION,C,26578,24.38,0.48,Y,19,0
63,80390,OWN,17.2,HOMEIMPROVEMENT,E,19427,20.67,0.24,Y,7,1
22,96738,RENT,38.1,DEBTCONSOLIDATION,F,15560,18.25,0.16,N,25,0
64,75738,MORTGAGE,25.9,MEDICAL,E,22632,21.92,0.3,Y,22,1
42,128453,OTHER,38.5,PERSONAL,F,29427,6.83,0.23,Y,9,0
45,127330,OTHER,19.1,HOMEIMPROVEMENT,G,12739,5.52,0.1,N,10,0
24,170962,RENT,28.8,DEBTCONSOLIDATION,D,32933,17.21,0.19,N,14,0
59,160626,OTHER,20.2,DEBTCONSOLIDATION,G,10586,21.74,0.07,Y,12,0
32,139474,RENT,31.6,HOMEIMPROVEMENT,C,34866,5.01,0.25,Y,23,0
35,106647,RENT,27.8,PERSONAL,F,24116,20.11,0.23,N,14,0
41,189729,OTHER,22.8,PERSONAL,F,8680,8.36,0.05,Y,26,0
43,80339,MORTGAGE,7.3,HOMEIMPROVEMENT,D,30691,16.87,0.38,Y,6,1
59,87113,OWN,25.5,DEBTCONSOLIDATION,B,18145,20.79,0.21,Y,29,0
54,160102,RENT,13.6,EDUCATION,C,5717,18.69,0.04,N,7,0
41,199378,OTHER,7.1,MEDICAL,D,11489,24.37,0.06,Y,14,0
34,192084,OWN,13.7,HOMEIMPROVEMENT,G,24751,7.04,0.13,Y,19,0
43,105893,RENT,38.1,VENTURE,E,17726,24.13,0.17,N,2,0
51,188284,MORTGAGE,33.0,EDUCATION,A,13224,11.13,0.07,Y,30,0
52,161247,RENT,37.1,PERSONAL,D,32235,8.3,0.2,Y,18,0
41,162561,OWN,10.8,PERSONAL,A,24369,9.2,0.15,N,4,0
49,38186,MORTGAGE,33.1,EDUCATION,A,14694,19.58,0.38,N,21,0
46,134742,RENT,9.5,VENTURE,D,21295,5.92,0.16,N,29,1
61,38601,MORTGAGE,38.0,PERSONAL,A,23690,8.55,0.61,N,21,0
27,192472,OTHER,22.5,HOMEIMPROVEMENT,F,9126,20.16,0.05,Y,10,1
35,144809,MORTGAGE,16.1,EDUCATION,C,28559,13.32,0.2,N,29,0
52,118924,OTHER,21.6,MEDICAL,C,11483,7.76,0.1,N,18,0
62,83299,MORTGAGE,29.3,VENTURE,C,21296,20.75,0.26,N,7,0
39,171056,RENT,38.7,DEBTCONSOLIDATION,D,22277,5.51,0.13,Y,30,1
29,90436,MORTGAGE,25.6,HOMEIMPROVEMENT,F,15710,6.45,0.17,Y,6,0
27,95453,MORTGAGE,2.8,PERSONAL,C,22777,14.61,0.24,Y,22,0
55,57749,RENT,11.4,MEDICAL,G,34566,15.5,0.6,N,14,0
65,138615,OWN,20.0,DEBTCONSOLIDATION,B,28226,13.98,0.2,N,25,0
61,118338,OWN,29.9,EDUCATION,C,34271,24.7,0.29,Y,13,1
24,147842,OWN,32.2,EDUCATION,F,7437,19.74,0.05,Y,28,1
32,169011,OWN,35.1,DEBTCONSOLIDATION,A,20479,17.48,0.12,Y,14,0
25,146207,OWN,16.6,VENTURE,B,13866,19.35,0.09,N,13,1
30,133643,OTHER,20.7,PERSONAL,F,30386,8.54,0.23,Y,30,1
49,94108,MORTGAGE,29.9,MEDICAL,E,17908,14.68,0.19,N,6,0
22,95310,OWN,24.7,HOMEIMPROVEMENT,G,30225,12.65,0.32,Y,25,1
23,154015,OWN,28.7,PERSONAL,F,31221,8.51,0.2,N,23,1
48,198008,OWN,37.0,DEBTCONSOLIDATION,E,12699,24.13,0.06,Y,12,1
29,161164,OWN,29.6,EDUCATION,A,28490,20.99,0.18,Y,22,0
55,154351,OWN,9.5,EDUCATION,C,24334,19.05,0.16,Y,27,0
54,63264,MORTGAGE,22.2,MEDICAL,C,27885,7.44,0.44,N,25,0
51,67374,OWN,32.3,MEDICAL,B,1781,16.42,0.03,N,29,0
51,170225,RENT,7.2,VENTURE,E,29256,5.05,0.17,Y,16,1
23,96798,OWN,26.7,HOMEIMPROVEMENT,D,33117,19.38,0.34,Y,17,1
40,46248,OWN,5.2,PERSONAL,G,6958,7.69,0.15,N,14,0
23,153649,OWN,6.9,PERSONAL,C,32543,17.13,0.21,N,18,0
56,124916,MORTGAGE,27.3,DEBTCONSOLIDATION,F,24892,18.35,0.2,N,7,1
54,113375,RENT,31.9,PERSONAL,B,1636,10.56,0.01,N,9,0
61,31498,MORTGAGE,4.4,PERSONAL,C,11182,24.08,0.36,Y,2,0
61,161306,OWN,31.2,DEBTCONSOLIDATION,E,23322,18.28,0.14,Y,11,1
37,181377,OWN,2.3,EDUCATION,A,27735,24.84,0.15,Y,8,0
51,34360,RENT,5.8,PERSONAL,F,10391,19.64,0.3,Y,8,1
63,193606,OTHER,16.4,DEBTCONSOLIDATION,B,4006,7.3,0.02,Y,5,1
45,37395,OWN,36.5,PERSONAL,A,2591,13.93,0.07,N,23,0
53,124723,OWN,7.9,HOMEIMPROVEMENT,F,14530,5.74,0.12,Y,15,1
33,150548,RENT,26.4,VENTURE,F,20256,20.53,0.13,Y,6,0
38,56173,RENT,3.6,PERSONAL,G,26372,17.51,0.47,Y,12,0
56,184305,MORTGAGE,39.3,EDUCATION,E,19290,12.51,0.1,Y,28,0
32,193664,MORTGAGE,39.8,MEDICAL,F,25436,21.79,0.13,Y,27,0
61,10324,OWN,28.6,HOMEIMPROVEMENT,E,23125,7.56,2.24,N,28,1
26,69995,OTHER,4.7,MEDICAL,B,28278,23.7,0.4,N,19,0
39,44166,OWN,33.9,MEDICAL,A,10734,5.51,0.24,N,3,0
43,171022,OWN,19.2,HOMEIMPROVEMENT,D,18714,6.21,0.11,Y,16,0
25,123042,OTHER,34.5,PERSONAL,D,15455,7.6,0.13,N,18,0
26,99755,MORTGAGE,10.4,EDUCATION,G,996,9.44,0.01,N,3,0
27,14419,MORTGAGE,36.3,VENTURE,D,30087,12.37,2.09,N,21,1
48,164697,MORTGAGE,14.9,VENTURE,G,11803,23.92,0.07,N,17,0
28,75824,OTHER,17.4,PERSONAL,A,4392,20.38,0.06,Y,3,1
46,155186,OWN,4.0,VENTURE,C,6396,14.78,0.04,N,18,0
20,145489,RENT,32.5,DEBTCONSOLIDATION,C,29844,7.15,0.21,Y,29,0
41,194629,RENT,18.5,EDUCATION,E,3282,13.17,0.02,Y,9,1
65,70080,MORTGAGE,3.2,PERSONAL,G,19356,12.22,0.28,N,17,0
45,55870,RENT,28.2,PERSONAL,A,29014,8.63,0.52,N,16,0
47,166279,MORTGAGE,19.8,EDUCATION,A,858,11.68,0.01,Y,21,0
48,76642,OTHER,35.6,VENTURE,G,10259,6.58,0.13,Y,18,1
28,193363,OTHER,0.8,PERSONAL,C,26909,13.3,0.14,Y,11,0
60,164485,RENT,30.2,PERSONAL,A,29790,16.77,0.18,N,5,0
22,15150,MORTGAGE,23.4,HOMEIMPROVEMENT,G,4952,21.41,0.33,N,20,1
35,185036,RENT,12.7,EDUCATION,A,17245,17.21,0.09,Y,27,0
61,166744,OTHER,37.2,VENTURE,G,32797,17.78,0.2,Y,8,1
48,189609,RENT,32.5,VENTURE,E,19676,7.04,0.1,N,5,1
51,85144,RENT,19.4,HOMEIMPROVEMENT,C,16768,9.67,0.2,Y,26,0
31,65295,MORTGAGE,23.3,PERSONAL,E,29733,21.14,0.46,Y,24,0
36,53291,OTHER,33.9,DEBTCONSOLIDATION,B,2224,9.29,0.04,Y,18,0
54,54965,RENT,3.6,PERSONAL,G,10878,18.22,0.2,Y,22,0
60,78024,RENT,34.0,HOMEIMPROVEMENT,G,5984,9.7,0.08,N,30,1
27,31889,OTHER,38.5,DEBTCONSOLIDATION,G,33507,17.52,1.05,N,23,0
24,153292,OTHER,35.8,MEDICAL,E,9559,8.21,0.06,Y,16,0
42,146825,OWN,22.8,VENTURE,E,24997,13.75,0.17,Y,19,1
21,78026,RENT,16.8,MEDICAL,D,6640,21.58,0.09,Y,28,1
56,32315,MORTGAGE,23.8,PERSONAL,G,6007,23.68,0.19,N,23,0
37,53345,OTHER,22.4,HOMEIMPROVEMENT,B,30866,19.52,0.58,N,20,0
62,135078,RENT,10.7,HOMEIMPROVEMENT,C,15529,19.27,0.11,N,30,0
57,121023,RENT,14.2,PERSONAL,D,16760,8.54,0.14,N,23,0
64,155021,OWN,13.3,VENTURE,C,7512,20.58,0.05,N,20,0
62,185643,OTHER,7.3,DEBTCONSOLIDATION,A,28132,19.04,0.15,N,28,0
44,153339,OWN,28.8,HOMEIMPROVEMENT,D,2179,10.31,0.01,N,6,1
20,50094,MORTGAGE,4.1,EDUCATION,B,23802,16.6,0.48,Y,28,0
37,152244,OWN,0.0,HOMEIMPROVEMENT,G,15049,10.32,0.1,N,19,0
34,170977,RENT,35.2,EDUCATION,C,26399,14.59,0.15,N,21,0
47,15781,RENT,3.6,PERSONAL,B,7902,16.73,0.5,Y,13,0
58,177797,OWN,39.9,EDUCATION,F,27198,7.16,0.15,Y,17,0
20,99582,OWN,39.2,PERSONAL,C,21551,16.13,0.22,Y,14,1
64,15749,OWN,14.4,MEDICAL,G,20297,14.91,1.29,N,5,0
47,93331,RENT,34.9,DEBTCONSOLIDATION,C,18430,5.57,0.2,N,14,0
50,136940,RENT,30.9,EDUCATION,F,17453,16.89,0.13,Y,19,0
20,115042,OTHER,33.3,EDUCATION,A,18292,6.59,0.16,N,15,0
26,69368,MORTGAGE,24.9,VENTURE,F,25176,23.94,0.36,N,21,0
59,75267,OTHER,27.9,HOMEIMPROVEMENT,D,20922,23.61,0.28,N,20,0
25,95806,MORTGAGE,23.5,MEDICAL,G,3730,7.21,0.04,Y,25,0
31,25358,OTHER,39.8,EDUCATION,F,25501,22.78,1.01,Y,13,1
50,30606,OTHER,27.3,PERSONAL,B,26379,9.14,0.86,N,9,0
65,179769,OWN,4.0,HOMEIMPROVEMENT,C,21973,12.45,0.12,Y,14,0
23,16494,MORTGAGE,32.3,MEDICAL,E,16898,8.58,1.02,N,14,0
63,81820,OTHER,17.3,VENTURE,A,21922,20.78,0.27,N,7,1
39,92509,OTHER,34.6,VENTURE,G,29538,11.8,0.32,Y,20,1
39,93606,OWN,7.7,HOMEIMPROVEMENT,G,2393,13.5,0.03,Y,29,0
36,116020,OTHER,31.3,DEBTCONSOLIDATION,B,27942,11.73,0.24,N,3,0
60,97556,MORTGAGE,9.2,PERSONAL,A,28385,8.21,0.29,Y,5,1
38,57459,OTHER,17.1,VENTURE,F,31560,11.21,0.55,Y,26,1
24,112273,RENT,4.1,EDUCATION,C,7048,6.85,0.06,N,19,0
60,111776,RENT,0.2,HOMEIMPROVEMENT,A,7600,14.49,0.07,N,17,0
55,43515,OWN,35.0,EDUCATION,E,23985,13.88,0.55,Y,27,1
28,198292,OTHER,31.7,EDUCATION,F,28352,6.52,0.14,Y,7,1
53,75858,OWN,29.4,VENTURE,C,15440,13.6,0.2,N,29,0
23,130901,MORTGAGE,38.9,DEBTCONSOLIDATION,B,24649,24.67,0.19,Y,11,1
62,156143,OWN,20.1,MEDICAL,C,18086,5.94,0.12,N,10,0
43,84765,OTHER,13.5,EDUCATION,G,13398,21.91,0.16,Y,5,1
32,50413,OTHER,11.4,HOMEIMPROVEMENT,E,32694,18.64,0.65,Y,16,1
45,64075,OWN,26.6,DEBTCONSOLIDATION,F,11402,14.79,0.18,Y,8,0
55,151268,OTHER,27.4,PERSONAL,D,23675,19.28,0.16,Y,27,0
58,111456,OWN,33.1,MEDICAL,C,13237,5.66,0.12,Y,12,0
52,47965,MORTGAGE,25.0,EDUCATION,C,15541,22.62,0.32,Y,3,0
64,176296,RENT,20.6,DEBTCONSOLIDATION,G,26474,13.81,0.15,N,18,0
47,100528,OWN,11.2,MEDICAL,F,24057,10.23,0.24,N,3,0
33,150268,MORTGAGE,27.5,VENTURE,E,14750,14.01,0.1,Y,2,0
61,185510,MORTGAGE,9.6,HOMEIMPROVEMENT,A,10139,15.73,0.05,N,29,0
44,173079,OTHER,39.5,HOMEIMPROVEMENT,E,10658,22.7,0.06,Y,11,0
40,136154,OWN,33.5,PERSONAL,C,29952,18.62,0.22,N,14,0
25,166819,OTHER,28.4,EDUCATION,C,9163,23.09,0.05,Y,20,0
53,71725,OWN,22.7,PERSONAL,B,7887,24.71,0.11,N,2,0
30,158525,OWN,39.3,HOMEIMPROVEMENT,G,34230,23.48,0.22,Y,7,1
22,40663,RENT,7.4,EDUCATION,A,1566,6.26,0.04,N,16,0
27,21877,RENT,20.3,DEBTCONSOLIDATION,E,32012,19.3,1.46,Y,2,1
38,59637,MORTGAGE,15.3,PERSONAL,C,4544,23.35,0.08,Y,30,0
40,180361,OWN,25.6,PERSONAL,E,33945,20.1,0.19,N,10,0
55,178169,OWN,7.8,MEDICAL,D,21235,21.64,0.12,Y,3,1
21,129811,OTHER,36.6,PERSONAL,C,18781,23.87,0.14,N,16,0
41,15123,RENT,17.4,DEBTCONSOLIDATION,D,28161,10.37,1.86,Y,2,0
45,107247,MORTGAGE,34.7,DEBTCONSOLIDATION,A,15232,24.74,0.14,Y,27,0
40,36364,OTHER,24.6,HOMEIMPROVEMENT,C,31264,5.84,0.86,Y,13,0
32,122694,OTHER,21.9,MEDICAL,E,9729,12.56,0.08,N,7,0
49,14043,OWN,21.6,HOMEIMPROVEMENT,E,34581,22.95,2.46,Y,17,1
63,183123,OTHER,31.3,PERSONAL,C,2507,12.42,0.01,N,7,0
24,159251,OTHER,35.9,PERSONAL,F,16015,7.53,0.1,Y,6,1
64,103980,OTHER,34.0,DEBTCONSOLIDATION,E,12740,12.6,0.12,N,4,0
20,159851,MORTGAGE,37.4,PERSONAL,G,30711,12.22,0.19,N,5,0
49,86228,RENT,26.8,EDUCATION,D,19950,12.7,0.23,Y,27,1
54,186416,OWN,11.2,HOMEIMPROVEMENT,F,26898,23.8,0.14,N,10,1
29,168114,OTHER,13.4,HOMEIMPROVEMENT,A,29943,6.07,0.18,N,25,0
37,44574,RENT,32.9,MEDICAL,F,19744,12.46,0.44,Y,12,1
52,43139,RENT,33.8,EDUCATION,B,24562,14.94,0.57,Y,24,0
23,26611,OTHER,8.8,DEBTCONSOLIDATION,C,27370,10.5,1.03,Y,16,1
28,82992,OTHER,39.7,HOMEIMPROVEMENT,B,22002,22.75,0.27,N,2,1
51,146359,OWN,6.4,MEDICAL,F,30163,9.81,0.21,Y,15,1
54,107816,RENT,19.3,PERSONAL,G,23531,23.86,0.22,Y,4,1
43,10268,OWN,33.8,PERSONAL,G,6147,11.3,0.6,N,4,0
22,105086,OWN,37.9,VENTURE,A,9423,8.99,0.09,Y,16,1
47,165621,MORTGAGE,27.2,PERSONAL,D,17305,23.12,0.1,Y,30,0
39,157265,MORTGAGE,28.0,EDUCATION,G,9730,20.95,0.06,N,15,0
56,65925,OTHER,13.8,HOMEIMPROVEMENT,C,18786,24.13,0.28,Y,15,0
25,173684,OWN,39.1,EDUCATION,G,20872,21.22,0.12,Y,8,0
24,19311,MORTGAGE,13.3,EDUCATION,C,26929,9.44,1.39,Y,4,1
38,65924,MORTGAGE,17.5,HOMEIMPROVEMENT,G,16356,11.75,0.25,Y,15,0
45,81567,OTHER,1.6,VENTURE,D,13198,16.77,0.16,Y,24,0
39,152066,OWN,21.9,EDUCATION,C,15432,12.65,0.1,N,14,0
54,22434,MORTGAGE,13.4,VENTURE,G,29619,23.54,1.32,Y,14,1
59,97965,MORTGAGE,3.2,VENTURE,B,13999,16.29,0.14,Y,21,1
41,95079,RENT,1.7,DEBTCONSOLIDATION,F,20781,19.61,0.22,Y,30,1
25,36245,OTHER,31.2,VENTURE,A,1751,7.85,0.05,N,24,0
63,111991,RENT,27.5,EDUCATION,B,2059,13.12,0.02,N,9,0
37,193142,RENT,27.3,PERSONAL,A,9362,8.64,0.05,N,27,0
56,103675,RENT,0.4,VENTURE,G,3827,6.58,0.04,Y,12,1
31,100970,MORTGAGE,17.6,HOMEIMPROVEMENT,C,2596,13.76,0.03,Y,28,0
48,194597,OWN,33.8,VENTURE,E,3745,23.62,0.02,N,22,1
34,184699,RENT,1.9,VENTURE,C,14670,24.4,0.08,Y,8,0
57,41068,RENT,11.1,EDUCATION,A,14558,13.57,0.35,N,4,1
39,174327,RENT,38.2,DEBTCONSOLIDATION,C,11920,24.2,0.07,N,13,0
35,107989,MORTGAGE,5.9,MEDICAL,D,5130,5.67,0.05,N,17,0
56,13420,RENT,15.9,VENTURE,G,4352,6.47,0.32,N,24,1
36,21557,OWN,39.8,HOMEIMPROVEMENT,C,8712,19.33,0.4,Y,23,1
38,90414,MORTGAGE,34.5,PERSONAL,A,26231,14.82,0.29,N,26,0
30,97601,MORTGAGE,0.3,EDUCATION,F,23302,21.57,0.24,Y,17,1
44,92078,MORTGAGE,5.2,VENTURE,B,19234,7.12,0.21,N,7,0
60,58960,OWN,8.8,EDUCATION,C,22194,22.12,0.38,Y,2,0
22,159767,RENT,25.7,VENTURE,G,3540,12.12,0.02,Y,22,0
54,155695,OTHER,20.4,EDUCATION,A,10426,22.73,0.07,Y,4,0
48,67657,OWN,24.7,PERSONAL,C,22422,24.15,0.33,N,12,0
56,155878,OTHER,12.9,HOMEIMPROVEMENT,G,12694,6.75,0.08,N,11,1
22,70540,OWN,16.8,EDUCATION,G,1055,22.69,0.01,Y,16,1
53,58899,RENT,10.2,VENTURE,A,8762,5.02,0.15,N,5,0
42,52494,OWN,28.5,HOMEIMPROVEMENT,A,12357,8.78,0.24,Y,5,0
58,183081,OWN,2.7,HOMEIMPROVEMENT,G,8658,15.45,0.05,N,25,1
43,158253,RENT,17.3,PERSONAL,E,29108,9.23,0.18,N,12,0
25,164282,MORTGAGE,22.8,VENTURE,F,31331,8.35,0.19,Y,14,0
22,195815,RENT,30.0,MEDICAL,B,31875,15.7,0.16,Y,4,0
44,169555,OWN,20.3,HOMEIMPROVEMENT,D,11796,21.07,0.07,N,12,0
39,24003,RENT,39.8,EDUCATION,B,31745,8.25,1.32,Y,7,0
59,87213,OWN,25.0,EDUCATION,B,10690,6.18,0.12,Y,10,0
37,181660,OWN,29.2,DEBTCONSOLIDATION,G,34899,19.96,0.19,Y,15,0
43,161329,OWN,28.0,DEBTCONSOLIDATION,B,1354,7.55,0.01,Y,3,0
65,192420,OWN,8.8,EDUCATION,B,29264,14.96,0.15,Y,24,0
35,107761,OWN,1.7,EDUCATION,E,6630,13.36,0.06,Y,15,1
32,10756,RENT,13.8,HOMEIMPROVEMENT,B,29333,14.14,2.73,N,14,0
26,170197,OWN,5.3,PERSONAL,F,2001,18.04,0.01,Y,15,0
63,29405,OTHER,11.9,HOMEIMPROVEMENT,A,10928,16.64,0.37,Y,5,0
21,79119,OWN,33.7,DEBTCONSOLIDATION,E,18581,6.34,0.23,N,14,1
56,31275,OWN,37.6,VENTURE,D,1416,15.02,0.05,N,14,0
43,119493,OTHER,18.4,PERSONAL,D,15826,19.01,0.13,Y,4,0
45,104909,MORTGAGE,2.4,HOMEIMPROVEMENT,C,17194,11.01,0.16,Y,16,0
45,61471,MORTGAGE,24.2,EDUCATION,F,15227,16.35,0.25,N,2,0
58,108809,OWN,18.1,EDUCATION,G,11571,12.71,0.11,N,30,0
25,87468,OWN,10.2,VENTURE,F,9507,23.39,0.11,N,22,0
40,79875,OWN,4.1,HOMEIMPROVEMENT,G,34135,17.72,0.43,Y,19,0
58,190156,RENT,29.6,VENTURE,B,16235,19.49,0.09,Y,23,0
63,109684,MORTGAGE,8.8,HOMEIMPROVEMENT,C,16190,22.75,0.15,N,16,0
31,105848,RENT,14.6,EDUCATION,B,16590,10.21,0.16,Y,28,1
64,73146,RENT,3.1,MEDICAL,G,33235,13.11,0.45,N,25,1
49,112342,MORTGAGE,20.0,VENTURE,D,18080,19.43,0.16,N,8,0
35,124448,MORTGAGE,22.6,MEDICAL,D,25840,23.62,0.21,N,27,1
33,83493,OWN,3.2,MEDICAL,C,24744,5.44,0.3,Y,20,0
59,90307,RENT,32.6,EDUCATION,G,26655,16.92,0.3,N,27,0
56,109952,OTHER,12.1,VENTURE,B,7895,22.07,0.07,Y,2,0
37,45837,OWN,14.7,DEBTCONSOLIDATION,E,8276,10.31,0.18,N,5,0
38,23799,MORTGAGE,26.0,HOMEIMPROVEMENT,B,16740,20.85,0.7,Y,15,0
39,93030,MORTGAGE,8.5,PERSONAL,D,27543,9.4,0.3,N,9,1
63,14737,RENT,21.4,DEBTCONSOLIDATION,F,8494,14.91,0.58,N,7,1
27,30814,MORTGAGE,29.2,VENTURE,A,18905,11.37,0.61,Y,13,0
62,83232,OWN,17.3,HOMEIMPROVEMENT,G,30689,10.2,0.37,N,3,1
32,178510,OWN,34.8,DEBTCONSOLIDATION,A,27430,20.93,0.15,Y,9,0
49,128742,OWN,23.1,VENTURE,F,21728,13.13,0.17,Y,16,1
37,26238,RENT,37.0,DEBTCONSOLIDATION,F,23903,21.31,0.91,N,19,1
43,95323,RENT,1.5,EDUCATION,D,12177,19.59,0.13,Y,11,1
49,183688,OWN,4.8,PERSONAL,E,20234,9.53,0.11,Y,26,0
45,148696,RENT,19.8,EDUCATION,A,13506,7.43,0.09,N,21,0
65,50415,OTHER,7.0,DEBTCONSOLIDATION,A,12721,16.51,0.25,N,27,0
28,198517,MORTGAGE,38.7,MEDICAL,G,14472,23.19,0.07,Y,7,1
64,126049,OWN,28.0,EDUCATION,E,11923,5.03,0.09,N,29,0
64,68211,MORTGAGE,9.0,EDUCATION,D,28472,6.74,0.42,N,3,0
25,22833,OTHER,1.8,EDUCATION,D,33126,20.76,1.45,Y,26,1
30,62403,OTHER,1.5,PERSONAL,D,8671,8.12,0.14,Y,13,0
55,68264,OWN,28.2,VENTURE,F,28991,23.46,0.42,N,19,0
45,135429,OWN,13.0,MEDICAL,B,10012,9.2,0.07,Y,24,0
29,52306,RENT,25.4,HOMEIMPROVEMENT,C,17130,24.94,0.33,N,19,0
56,50444,OWN,7.1,MEDICAL,D,4246,12.54,0.08,N,8,0
23,112134,OWN,33.3,DEBTCONSOLIDATION,G,31877,22.29,0.28,Y,4,0
27,149348,RENT,10.9,DEBTCONSOLIDATION,G,32729,10.52,0.22,Y,2,0
40,70061,MORTGAGE,30.9,DEBTCONSOLIDATION,E,21730,7.97,0.31,Y,9,0
